Location,Artist,"Song Title"
RP-0350,"Pitbull ft. Kesha ",Timber
RP-0354,"Pulp ","Common People"
RP-0356,"Queen ","Crazy Little Thing Called Love"
RP-0357,"Queen ","Don't Stop Me Now"
RP-0359,"Queen ","We Will Rock You"
RP-0360,"R.E.M. ","Losing My Religion"
RP-0361,"Radiohead ",Creep
RP-0362,"Red Hot Chili Peppers ","Under The Bridge"
RP-0364,"Ricky Martin ","Livin' La Vida Loca"
RP-0367,"Righteous Brothers ","You've Lost That Lovin' Feelin'"
RP-0368,"Rihanna ",Diamonds
RP-0369,"Rihanna ","Don't Stop The Music"
RP-0373,"Robbie Williams ",Angels
RP-0374,"Robbie Williams ",Candy
RP-0375,"Robbie Williams ","Let Me Entertain You"
RP-0377,"Robbie Williams ","Rock DJ"
RP-0378,"Robin Thicke ft. T.I. And Pharrell ","Blurred Lines"
RP-0379,"Rocky Horror Picture Show ","Time Warp"
RP-0381,"Rolling Stones ","(I Can't Get No) Satisfaction"
RP-0382,"Rolling Stones ","Brown Sugar"
RP-0383,"Ronan Keating ","When You Say Nothing At All"
RP-0384,"Rose Royce ","Car Wash"
RP-0387,"Roy Orbison ","Penny Arcade"
RP-0389,"Sam Smith ","I'm Not The Only One"
RP-0392,"Sandie Shaw ","Puppet On A String"
RP-0394,"Script ft. Will.I.Am ","Hall Of Fame"
RP-0395,"Shaggy ft. RikRok ","It Wasn't Me"
RP-0396,"Shakespear's Sister ",Stay
RP-0399,"Shania Twain ","Man! I Feel Like A Woman"
RP-0400,"Shania Twain ","You're Still The One"
RP-0401,"Shirley Bassey ","Big Spender"
RP-0402,"Showaddywaddy ","Under The Moon Of Love"
RP-0404,Simon & Garfunkel,"Bridge Over Troubled Water"
RP-0405,"Sinead O'Connor ","Nothing Compares 2 U"
RP-0408,"Smokie ","Living Next Door To Alice"
RP-0410,"Snow Patrol ",Run
RP-0412,Sonny & Cher,"I Got You Babe"
RP-0413,"Sound Of Music",Do-Re-Mi
RP-0415,"Spandau Ballet ","Through The Barricades"
RP-0417,"Spice Girls ","Spice Up Your Life"
RP-0418,"Spice Girls ",Stop
RP-0421,"Stealers Wheel ","Stuck In The Middle With You"
RP-0424,"Steve Harley & Cockney Rebel ","Make Me Smile (Come Up And See Me)"
RP-0425,"Stevie Wonder ","Happy Birthday"
RP-0427,"Sugarhill Gang ","Rapper's Delight"
RP-0430,"Take That ","Back For Good"
RP-0431,"Take That ","Rule The World"
RP-0435,"Taylor Swift ","I Knew You Were Trouble"
RP-0437,"Taylor Swift ","Shake It Off"
RP-0438,"Taylor Swift ","We Are Never Ever Getting Back Together"
RP-0439,"Temptations ","My Girl"
RP-0441,"Tina Turner ","Proud Mary"
RP-0442,"Tina Turner ","Simply The Best"
RP-0443,"TLC ","No Scrubs"
RP-0445,"Tom Jones ","Green Green Grass Of Home"
RP-0446,"Tom Jones ","It's Not Unusual"
RP-0449,"Toto ",Africa
RP-0450,"Tracy Chapman ","Fast Car"
RP-0451,"Traditional ","Auld Lang Syne"
RP-0452,"Traditional ","Away In A Manger"
RP-0453,"Traditional ","Frosty The Snowman"
RP-0455,"Traditional ","Rudolph The Red-Nosed Reindeer"
RP-0456,"Traditional ","Santa Claus Is Coming To Town"
RP-0458,"U2 ",One
RP-0461,"UB40 ","Red Red Wine"
RP-0465,"Village People ",Y.M.C.A.
RP-0466,"Weather Girls ","It's Raining Men"
RP-0468,"Westlife ","You Raise Me Up"
RP-0473,"Wheatus ","Teenage Dirtbag"
RP-0474,"Whitney Houston ","I Have Nothing"
RP-0477,"Whitney Houston ","One Moment In Time"
RP-0479,"Wilson Phillips ","Hold On"
RP-0480,"Wizzard ","I Wish It Could Be Christmas Everyday"
RP-0481,Shakira,"Hips Don't Lie"
RP-0482,"Gnarls Barkley",Crazy
RP-0483,"Nelly Furtado",Promiscuous
RP-0484,"Daniel Powter","Bad Day"
RP-0486,"KT Tunstall","Black Horse And The Cherry Tree"
RP-0487,"Christina Aguilera","Ain't No Other Man"
RP-0488,Fray,"Over My Head"
RP-0489,"Natasha Bedingfield",Unwritten
RP-0490,Ne-Yo,"So Sick"
RP-0491,"Carrie Underwood","Inside Your Heaven"
RP-0492,"Carrie Underwood","Some Hearts"
RP-0493,"Carrie Underwood","Angels Brought Me Here"
RP-0494,"Anna Nalick","Breathe (2am)"
RP-0496,"Kelly Clarkson","Because Of You"
RP-0498,"Howie Day",Collide
RP-0499,"Black Eyed Peas","My Humps"
RP-0501,"Alan Jackson & Jimmy Buffett","It's Five O'Clock Somewhere"
RP-0502,"Brad Paisley",Alcohol
RP-0503,"Gretchen Wilson","Here For The Party"
RP-0504,"Gretchen Wilson","Redneck Woman"
RP-0505,"Gretchen Wilson","All Jacked Up"
RP-0506,"Dixie Chicks","Goodbye Earl"
RP-0507,"Hank Williams Jr & Friends","That's How They Do It In Dixie"
RP-0508,Big & Rich,"Save A Horse (Ride A Cowboy)"
RP-0509,"Toby Keith","Get Drunk And Be Somebody"
RP-0510,"Toby Keith","As Good As I Once Was"
RP-0511,"Toby Keith & Willie Nelson","Beer For My Horses"
RP-0512,"Garth Brooks","Two Pina Coladas"
RP-0513,"Garth Brooks","Friends In Low Places"
RP-0514,"Bon Jovi & Jennifer Nettles","Who Says You Can't Go Home"
RP-0515,"Toby Keith","A Little Too Late"
RP-0516,"Shania Twain","That Don't Impress Me Much"
RP-0519,"Willie Nelson","On The Road Again"
RP-0520,"Carrie Underwood","Before He Cheats"
RP-0521,"Carrie Underwood","Starts With Goodbye"
RP-0522,"Faith Hill","Mississippi Girl"
RP-0523,Sugarland,"Want To"
RP-0524,Sugarland,"Just Might Make Me Believe"
RP-0525,"Dixie Chicks","Not Ready To Make Nice"
RP-0526,"Sara Evans",Cheatin'
RP-0527,"Rascal Flatts","My Wish"
RP-0528,"Keith Urban","Tonight I Wanna Cry"
RP-0530,"Miranda Lambert",Kerosene
RP-0531,"Tim McGraw","When The Stars Go Blue"
RP-0532,"Dixie Chicks",Landslide
RP-0533,"Dixie Chicks","Travellin' Soldier"
RP-0534,"Lee Ann Womack","I Hope You Dance"
RP-0535,"Deana Carter","Strawberry Wine"
RP-0537,"Garth Brooks","The Dance"
RP-0538,"Kelly Clarkson",Breakaway
RP-0539,"Kelly Clarkson","A Moment Like This"
RP-0540,"Gwen Stefani","Hollaback Girl"
RP-0543,"Alicia Keys","If I Ain't Got You"
RP-0544,"Seether & Amy Lee",Broken
RP-0546,Evanescence,"My Immortal"
RP-0547,"Kid Rock & Sheryl Crow",Picture
RP-0548,"Christina Aguilera","I Turn To You"
RP-0549,"Christina Aguilera, Lil' Kim, Mya & Pink","Lady Marmalade"
RP-0550,"Sheryl Crow","First Cut Is The Deepest"
RP-0551,Dido,"Thank You"
RP-0552,Dido,"Here With Me"
RP-0553,"Norah Jones","Don't Know Why"
RP-0555,"Green Day","Boulevard Of Broken Dreams"
RP-0556,"Green Day","Wake Me Up When September Ends"
RP-0557,"Green Day","Time Of Your Life"
RP-0558,Hoobastank,"The Reason"
RP-0559,"Josh Groban","You Raise Me Up"
RP-0560,"Los Lonely Boys",Heaven
RP-0561,"Maroon 5","This Love"
RP-0562,"Maroon 5","She Will Be Loved"
RP-0563,Creed,"With Arms Wide Open"
RP-0564,Creed,"My Sacrifice"
RP-0565,Creed,Higher
RP-0566,"Kid Rock","Only God Knows Why"
RP-0567,Train,"Drops Of Jupiter"
RP-0568,"3 Doors Down",Kryptonite
RP-0569,"Santana & Rob Thomas",Smooth
RP-0570,"Big Bad Voodoo Daddy","Zoot Suit Riot"
RP-0571,Heartland,"I Loved Her First"
RP-0572,"Carrie Underwood","Jesus, Take The Wheel"
RP-0573,"Tim McGraw","Live Like You Were Dying"
RP-0574,"Tim McGraw","My Little Girl"
RP-0575,"Faith Hill","Like We Never Loved At All"
RP-0576,"Martina McBride",Valentine
RP-0577,"LeAnn Rimes","You Light Up My Life"
RP-0579,"Shania Twain","From This Moment On"
RP-0580,Lonestar,"I'm Already There"
RP-0581,Lonestar,Amazed
RP-0582,"LeAnn Rimes","How Do I Live"
RP-0583,"Martina McBride","In My Daughter's Eyes"
RP-0584,"Jo Dee Messina","Bring On The Rain"
RP-0585,"Randy Travis",Angels
RP-0586,"Alison Krauss","When You Say Nothing At All"
RP-0587,Judds,Grandpa
RP-0589,"Patsy Cline","I Fall To Pieces"
RP-0590,"Tammy Wynette","Stand By Your Man"
RP-0594,"Melissa Etheridge","Come To My Window"
RP-0595,"Melissa Etheridge","I Want To Come Over"
RP-0596,"Meredith Brooks",Bitch
RP-0597,"Alanis Morrissette","You Oughta Know"
RP-0599,"Alanis Morrissette","Hand In My Pocket"
RP-0603,Jewel,"Foolish Games"
RP-0604,Jewel,"You Were Meant For Me"
RP-0605,"Sarah McLachlan","I Will Remember You"
RP-0607,"Sarah McLachlan",Adia
RP-0609,"Jimmy Buffett",Margaritaville
RP-0611,"Bob Seger","Turn The Page"
RP-0614,"Bachman-Turner Overdrive","Takin' Care Of Business"
RP-0615,Aerosmith,"Dream On"
RP-0617,"Five Man Electrical Band",Signs
RP-0618,"Allman Brothers Band","Ramblin' Man"
RP-0619,"Grand Funk Railroad","Some Kind Of Wonderful"
RP-0620,"Bob Dylan","Knockin' On Heaven's Door"
RP-0621,"Charlie Daniels","The Devil Went Down To Georgia"
RP-0622,"Jim Croce","Bad, Bad Leroy Brown"
RP-0623,"Doobie Brothers","Black Water"
RP-0630,"David Lee Roth","Just A Gigolo"
RP-0632,"Billy Joel","It's Still Rock And Roll To Me"
RP-0633,"Pat Benatar","Hit Me With Your Best Shot"
RP-0634,"Stevie Nicks & Tom Petty","Stop Draggin' My Heart Around"
RP-0635,"James Ingram","Just Once"
RP-0638,Sylvia,Nobody
RP-0639,"Larry Graham","One In A Million You"
RP-0640,"Juice Newton","Break It To Me Gently"
RP-0641,"Juice Newton","The Sweetest Thing"
RP-0644,"Oleta Adams","Get Here"
RP-0651,Bangles,"Manic Monday"
RP-0652,"Billy Vera & The Beaters","At This Moment"
RP-0654,"Bonnie Raitt","Something To Talk About"
RP-0657,"Atlantic Starr",Always
RP-0663,"Kool & The Gang",Celebration
RP-0665,"Linda Ronstadt","When Will I Be Loved"
RP-0666,Captain & Tenille,"Love Will Keep Us Together"
RP-0667,"Bob Seger & The Silver Bullet Band","Old Time Rock 'n' Roll"
RP-0669,"Fleetwood Mac","Silver Springs"
RP-0670,"Joe Cocker","You Are So Beautiful"
RP-0672,"Johnny Mathis & Deniece Williams","Too Much, Too Little, Too Late"
RP-0677,"Looking Glass",Brandy
RP-0678,"Partridge Family","I Think I Love You"
RP-0681,"Frank Sinatra","Summer Wind"
RP-0683,"Frank Sinatra","Lady Is A Tramp"
RP-0684,"Engelbert Humperdinck","After The Lovin'"
RP-0685,"Engelbert Humperdinck","Release Me"
RP-0689,"Andy Williams","Moon River"
RP-0690,"Linda Ronstadt","Blue Bayou"
RP-0692,"Bobby Darin","Beyond The Sea"
RP-0693,"Tony Bennett","I Left My Heart In San Francisco"
RP-0695,"Ray Price","For The Good Times"
RP-0696,Spaniels,"Goodnight Sweetheart"
RP-0697,"Conway Twitty","It's Only Make Believe"
RP-0698,"Kenny Rogers","Through The Years"
RP-0699,"Anne Murray","Could I Have This Dance"
RP-0702,"Janis Joplin","Me And Bobby McGee"
RP-0705,"Jefferson Airplane","White Rabbit"
RP-0710,Simon & Garfunkel,"The Boxer"
RP-0713,Supremes,"Stop In The Name Of Love"
RP-0715,Troggs,"Wild Thing"
RP-0717,Sam & Dave,"Soul Man"
RP-0718,"Grass Roots","Midnight Confessions"
RP-0719,"Johnny Rivers","Secret Agent Man"
RP-0721,Dion,"The Wanderer"
RP-0722,"Dion & The Belmonts","A Teenager In Love"
RP-0726,"Lesley Gore","It's My Party"
RP-0727,"Everly Brothers","All I Have To Do Is Dream"
RP-0728,"Everly Brothers","Bye Bye Love"
RP-0731,"Roy Orbison",Crying
RP-0732,"Richie Valens","La Bamba"
RP-0733,"Martha Reeves & The Vandellas","Dancing In The Street"
RP-0734,Crests,"Sixteen Candles"
RP-0735,"Shelley Fabares","Johnny Angel"
RP-0736,"The Beatles","I Saw Her Standing There"
RP-0737,"Elvis Presley","All Shook Up"
RP-0738,"Elvis Presley","Don't Be Cruel"
RP-0739,"Elvis Presley","Jailhouse Rock"
RP-0740,"Avril Lavigne",Girlfriend
RP-0741,Beyonce,Irreplaceable
RP-0743,Fergie,"Big Girls Don't Cry"
RP-0744,Fergie,Glamorous
RP-0745,"Plain White Ts","Hey There Delilah"
RP-0746,"Gwen Stefani","The Sweet Escape"
RP-0747,Daughtry,Home
RP-0749,Mims,"This Is Why I'm Hot"
RP-0750,Pink,"U & Ur Hand"
RP-0751,"Christina Aguilera",Hurt
RP-0752,Nickelback,Rockstar
RP-0753,"Fall Out Boy","This Ain't A Scene, It's An Arms Race"
RP-0754,Hinder,"Lips Of An Angel"
RP-0755,Evanescence,"Call Me When You're Sober"
RP-0756,"Taylor Hicks","Do I Make You Proud"
RP-0757,"Martina McBride",Anyway
RP-0758,"John Mellencamp","Our Country"
RP-0759,"Taylor Swift","Tim McGraw"
RP-0760,Sugarland,Stay
RP-0761,Sugarland,Settlin'
RP-0762,"Carrie Underwood","I'll Stand By You"
RP-0763,"Carrie Underwood",Wasted
RP-0764,"Toby Keith","High Maintenance Woman"
RP-0765,Big & Rich,"Lost In This Moment"
RP-0766,"Kenny Chesney","Beer In Mexico"
RP-0767,"Luke Bryan","All My Friends Say"
RP-0768,"Garth Brooks","More Than A Memory"
RP-0769,"Kellie Pickler","Red High Heels"
RP-0770,"Trace Adkins","Ladies Love Country Boys"
RP-0771,"Miranda Lambert","Crazy Ex-Girlfriend"
RP-0772,"Miranda Lambert","Famous In A Small Town"
RP-0773,"Rascal Flatts","What Hurts The Most"
RP-0774,"Brad Paisley",Ticks
RP-0775,"Carrie Underwood","So Small"
WP-0001,"Freda Payne","Band of Gold"
WP-0002,"Eagles ","Take it Easy"
WP-0003,"ABBA ","Gimme Gimme Gimme (A Man After Midnight)"
WP-0004,"Sam Cooke","(What a) Wonderful World"
WP-0005,"Marie Osmond","Paper Roses"
WP-0006,Housemartins,"Caravan of Love"
WP-0007,"Donna Summer ","Last Dance"
WP-0008,"Donna Summer ","Love's Unkind"
WP-0009,"Frank Wilson","Do I Love You (Indeed I Do)"
WP-0010,Specials,"A Message To You Rudy"
WP-0011,Specials,"Too Much Too Young"
WP-0012,"Diana Ross","I'm Still Waiting"
WP-0013,"Maroon 5",Memories
WP-0014,"Beautiful South ","A Little Time"
WP-0015,"Real Thing","You To Me Are Everything"
